id,short_description,participant_lanes,coord_primitive,temporal_operator,temporal_predicate,derived_tier,hairy,checker_kinds,checker_paths,satisfy_refs,full_description
INV-C6-2,Dynamic chunk-threshold probe is bounded + fail-safe (F1-fix contract),worker,NONE,[]P,"Threshold in [MIN,MAX] && ProbeFailure => Default",LINEAR_PROPERTY,False,PROPERTY,web/test_pipeline_dynamic_chunk_threshold.py,web/clisubprocess/telemetry.py::get_dynamic_chunk_threshold; web/clisubprocess/__init__.py::get_dynamic_chunk_threshold,"Dynamic chunk-threshold probe is bounded + fail-safe (F1-fix contract) — get_dynamic_chunk_threshold reads the live GenAI-service /v1/capacity utilization at CALL time (via the typed ServiceClient seam) and returns a threshold CLAMPED to [CHUNK_THRESHOLD_MIN, CHUNK_THRESHOLD_MAX]: idle -> chunk aggressively, busy -> larger chunks. EVERY failure edge (no GENAI_SERVICE_URL, non-ok response, ValidationError, any Exception) returns the caller's `default` — the probe is best-effort (chunk tuning is non-essential; the default is always safe), so a capacity-probe failure NEVER crashes the job. DISTINCT from INV-C5X-3's decision.py classify_chunk_eligibility (the PURE force-chunk classifier that CONSUMES a threshold value); this is the live-capacity probe that PRODUCES the tuned value."
INV-C6-3,CLI-subprocess argv-BUILD goes through the typed AdaToolInvoker chokepoint (rule #52 typed-invoker),worker,NONE,[]P,CliArgvBuiltViaTypedInvoker && FormatMapTotal,LINEAR_PROPERTY,False,PROPERTY,web/test_clisubprocess_command_p8_seam.py,web/clisubprocess/command.py::_build_cli_command; web/clisubprocess/command.py::_append_sm_prefs_flags,"CLI-subprocess argv-BUILD goes through the typed AdaToolInvoker chokepoint (rule #52 typed-invoker) — _build_cli_command assembles the remediate/check/analyze argv via AdaToolInvoker.resolved().remediate(...), NEVER a hand-built list, so a per-format flag set cannot silently drift; the format->command mapping is TOTAL (lookup_format raises ValueError on an unsupported ext — rule #14 no silent fall-through). This is the argv-BUILD complement to C2's INV-C2-4 (handle_cli_result — the exit-code DECODE side): C2 anchored the RESULT/marker end of the CLI-subprocess seam, this anchors the COMMAND end. The re-exported private argv helpers (_append_sm_prefs_flags / _maybe_append_audience_level / _maybe_write_user_context_tempfile) live canonically in command.py (P8 anti-shim: pipeline.py no longer carries them — A.7)."
INV-C6-4,CLI-subprocess drive-side observability + trace provenance,worker,NONE,[]P,SummaryLinesForwarded && TraceArtifactPersisted,LINEAR_PROPERTY,False,PROPERTY,web/test_clisubprocess_runner_doc_derived.py,web/clisubprocess/runner.py::forward_cli_summary_lines; web/clisubprocess/runner.py::persist_trace_artifact,"CLI-subprocess drive-side observability + trace provenance — forward_cli_summary_lines relays the child CLI's ##SUMMARY## lines to the worker log (the diagnosability leg — rule #53), and persist_trace_artifact durably persists the per-job GenAI trace directory as a job artifact (the provenance leg). The process-DRIVE complement to C2's RESULT-decode (handle_cli_result) and INV-C6-3's argv-BUILD (command.py): the three together model the full CLI-subprocess seam (BUILD argv -> DRIVE/stream -> DECODE result). cluster-5 [AUDIT] handoff (phase-3-remeasure §4 assigned the test to cluster-5; the runner residue is the CLI-subprocess family, cluster-6)."
INV-OBS-1,Fleet-concurrency display sourcing,admin-dashboard,NONE,[]P,FleetConcurrencyFigureFromAimdActive && NotFromPerJobFanoutCapAggregate,LINEAR_PROPERTY,False,PROPERTY,system-models/test_fleet_obs_invariants.py,web/persistence/analytics.py::AnalyticsRecord; web/persistence/analytics.py::get_analytics_summary; web/persistence/population_contract.py::genai_worker_fanout_cap; services/genai-service/aimd.py::AimdLimiter,"Fleet-concurrency display sourcing — the admin-dashboard fleet-concurrency figure is sourced from the per-vendor Redis AIMD `active` gauge (the authoritative cross-worker in-flight GenAI-request count), NEVER from the per-job `genai_worker_fanout_cap` column or its MAX aggregate. That per-job column is a CONFIG ECHO (the worker's fixed C4 fan-out cap), structurally blind to cross-worker fleet overlap; re-aggregating it and presenting it as an observed fleet metric is exactly the bug this Epic corrected. The Phase-2 relabel confined the aggregate to the honest `max_worker_fanout_cap_configured` key (config echo, never a fleet peak); INV-OBS-1 posture A pins that it STAYS honest — the proof-of-fire NEGATIVE test goes RED if a future edit re-sources the fleet figure from the per-job column (e.g. re-aliasing the MAX aggregate back to a `*concurrency_current` fleet-observation name)."
INV-OBS-2,Fleet-signal / state-view DECOUPLING + reconciliation bound (Q2 LINEAR modelling),worker,NONE,[]P,AimdActiveUnitRequests_decoupled_from_SMInFlightChunks && ReconciliationBoundHolds,LINEAR_PROPERTY,False,PROPERTY,system-models/test_fleet_obs_invariants.py,services/genai-service/aimd.py::AimdLimiter; web/pipeline.py::JobStateMachine,"Fleet-signal / state-view DECOUPLING + reconciliation bound (Q2 LINEAR modelling) — the AIMD `active` fleet signal (unit: in-flight GenAI *requests*) and the JobStateMachine in-flight view (unit: *chunks*) are DECOUPLED: no pipeline transition cross-reads AIMD / capacity (phase-1b §D confirmed pipeline.py reads neither in any transition), so the two counters cannot double-count. The reconciliation bound `active_v <= (in-flight chunks) * C4 <= C3 * C4` and `active_v <= ceiling_v` holds, decoupling the request-unit fleet signal from the chunk-unit state view. Modelled as a LINEAR decoupling ASSERTION (single worker lane, coord=NONE), NOT the N-worker concurrent-acquire envelope race: the envelope-safety leg (`active_v` never exceeds `ceiling_v` under N parallel try_acquire) is the AIMD limiter's OWN safety property, owned + exercised by services/genai-service/test_aimd_property.py + test_aimd_storm_debounce.py — CITED, NOT re-homed here (re-homing would derive SAFETY_BFS and spuriously mandate a redundant simworld; Q2 ruling)."
INV-PS-1,Credit debit-once CAS + consume⇒ledger fidelity (money conservation),quota-gate; worker,SQL_CAS,[]P,AtMostOneDebitPerCoveredBalanceAndLedgerPaired,SAFETY_BFS,True,SIMWORLD; PROPERTY,web/test_simworld/test_invps1_credit_cas.py; web/persistence/test_billing_doc_derived.py,web/persistence/billing.py::consume_group_credits; web/persistence/billing.py::grant_group_credits,"Credit debit-once CAS + consume⇒ledger fidelity (money conservation) — the consume_group_credits atomic decrement (UPDATE groups SET credit_balance = credit_balance - %s WHERE id = %s AND credit_balance >= %s RETURNING) admits AT MOST ONE debit per coverable balance across N concurrent consumers (a losing racer sees row is None → False, no double-spend), AND every committed decrement pairs with exactly one matching-sign credit_ledger_v2 row in the SAME txn (a committed decrement with no ledger row — the torn CAS-then-ledger sink — is unreachable). The money-path analogue of C1's INV-P2 (CAS + dependent mirror), and a DISTINCT CAS site from INV-14's upstream jobs-row quota credit-fence (INV-14 prevents double-INVOKING the consume; INV-PS-1 prevents concurrent consumes double-SPENDING the balance) — genuinely warranted, not redundant."
INV-PS-3,Sidecar upsert idempotency (converge),server; worker,NONE,[]P,RepeatedUpsertConverges,LINEAR_PROPERTY,False,PROPERTY; PROPERTY; PROPERTY; PROPERTY,web/persistence/test_cold_start_attribution_coverage.py; web/persistence/test_document_telemetry_coverage.py; web/persistence/test_users_doc_derived.py; web/persistence/test_config_overrides_doc_derived.py,web/persistence/cold_start_attribution.py::insert_cold_start_attribution_wake; web/persistence/document_telemetry.py::record_document_telemetry; web/persistence/users.py::upsert_user_oauth; web/persistence/config_overrides.py::set_config_override,"Sidecar upsert idempotency (converge) — the idempotent-write sidecar seams re-apply a logical write as a no-op-equivalent (converge to the same row state, never a duplicate row or a lost update): cold_start/document_telemetry/config_overrides via a single-statement ON CONFLICT (<key>) DO UPDATE, and upsert_user_oauth via a read-then-branch (SELECT → UPDATE-existing / INSERT-new) that is idempotent on the email key. A retry / re-delivery of the same write converges — C1's idempotency contract applied to the sidecar upserts."
INV-PS-4,Analytics is DB-authoritative append (the store-split),server; worker,NONE,[]P,AnalyticsWritesTargetPostgres,LINEAR_PROPERTY,False,PROPERTY,web/persistence/test_analytics_doc_derived.py,web/persistence/analytics.py::record_analytics; web/persistence/analytics.py::record_daily_job; web/persistence/analytics.py::log_activity,"Analytics is DB-authoritative append (the store-split) — every analytics/activity/telemetry write (record_analytics / record_daily_job / log_activity) targets Postgres as the authoritative store; none treats a Redis value as truth. A failed analytics write is best-effort (fire-and-forget) and never blocks the request path — C1's INV-P1 store-split applied to the analytics sidecar. DISTINCT from INV-P1 (which anchors only jobs.py::update_job) — anchors the analytics WRITERS (G-Q4 KEEP distinct, ratified)."
INV-PS-5,Persistence layer issues NO Redis cleanup (the layering invariant),server,NONE,[]P,PersistenceLayerIssuesNoRedisOps,LINEAR_PROPERTY,False,PROPERTY,web/persistence/test_lifecycle_doc_derived.py,web/persistence/lifecycle.py::sweep_stale_active_jobs; web/persistence/lifecycle.py::expire_stale_queued_jobs; web/persistence/lifecycle.py::expire_stale_checking_jobs,Persistence layer issues NO Redis cleanup (the layering invariant) — the lifecycle.py sweep/expire seams (sweep_stale_active_jobs / expire_stale_queued_jobs / expire_stale_checking_jobs) update DB rows ONLY and return ids for the CALLER (background.py) to Redis-clean; they never call remove_from_all_queues / purge_parent_chunks_from_redis. Inverting this would break the DB-persistence-layer-is-Redis-unaware layering the 4 explicit noqa: cancel-uses-remove-all-queues cites protect — an A.24 invariant-living-only-in-prose (the noqa comment) encoded as a structural test.
INV-PS-6,SQL-interpolation floor: every dynamic SQL fragment is enum/allowlist-bounded,server; worker,NONE,[]P,EveryDynamicFragmentIsBounded,LINEAR_PROPERTY,False,PROPERTY; PROPERTY,web/persistence/test_analytics_reporting.py; web/persistence/test_document_telemetry_coverage.py,web/persistence/analytics_reporting.py::_apply_source; web/persistence/document_telemetry.py::record_document_telemetry,"SQL-interpolation floor: every dynamic SQL fragment is enum/allowlist-bounded — analytics_reporting._apply_source appends the analytics source filter ONLY as a parametrized .where(Analytics.source == source.value) bound by the AnalyticsSource enum (portable-db Phase 7 STRENGTHENED the former sql_with_source {src}-marker string-interpolation into a Core parametrized bind — injection now structurally impossible AND no interpolation at all), and document_telemetry.record_document_telemetry builds its dynamic column list ONLY from _DOCUMENT_TELEMETRY_COUNTER_COLUMNS (unknown columns skipped, never interpolated). No user string ever reaches the interpolation — C1's INV-P6 column-allowlist floor generalized to the sidecar SQL-composition seams. POSITIVE finding: the enum-bound is the best-in-class model (arch-4); the runtime-allowlist is sound but weaker — future SQL-composition seams should adopt the enum bound."
INV-PS-7,Read-model reads Postgres for authoritative counts,server,NONE,[]P,AuthoritativeCountsFromPostgres,LINEAR_PROPERTY,False,PROPERTY,web/persistence/test_lifecycle_doc_derived.py,web/persistence/queue_status.py::count_by_status; web/persistence/queue_status.py::queue_depth; web/persistence/queue_status.py::get_active_processing_job_ids,"Read-model reads Postgres for authoritative counts — queue_status.py's read projection (count_by_status / queue_depth / get_active_processing_job_ids) computes its counts from the authoritative Postgres jobs/chunks rows, never from a Redis queue-depth counter (Redis counters are the ephemeral rebuildable scaling SIGNAL, not the correctness truth — C1 INV-P1). The READ side of the store-split; DISTINCT from INV-P1 (G-Q4 KEEP distinct, ratified)."
INV-PS-8,Sidecar rows carry typed ids (typed-id integrity),server; worker,NONE,[]P,SidecarIdsAreTyped,LINEAR_PROPERTY,False,PROPERTY; PROPERTY; PROPERTY,web/persistence/test_users_doc_derived.py; web/persistence/test_debug_failures_corr_cause_columns.py; web/persistence/test__typed_ids_doc_derived.py,web/persistence/users.py::create_session; web/persistence/debug_failures.py::record_debug_failure,"Sidecar rows carry typed ids (typed-id integrity) — every sidecar durable-row identity is a typed NewType (JobId / UserId / SessionId / GroupId), never a bare str at the seam boundary, so a wrong-id-kind write is a pyright-strict type error, not a silent cross-table row corruption. C1's typed-id contract applied to the sidecar write signatures (create_session(user_id: UserId) -> SessionId; record_debug_failure(job_id: JobId, ...))."
INV-AV-1,ContentValidator verdict is fail-CLOSED (hard-gate decision purity),worker,NONE,[]P,ContentValidatorVerdictFailsClosed,LINEAR_PROPERTY,False,PROPERTY,web/test_outputcheck_validate_doc_derived.py,web/outputcheck/validate.py::_interpret_cli_validate_result; web/outputcheck/validate.py::run_content_validator,"ContentValidator verdict is fail-CLOSED (hard-gate decision purity) — _interpret_cli_validate_result maps EVERY input to ok=False UNLESS returncode==0 OR (returncode==1 AND stdout parses as a JSON list of wire-valid ContentValidationViolation): unparseable JSON → ok=False (PARSE_ERROR), non-array → ok=False (NON_ARRAY), exit >= 2 → ok=False (UNEXPECTED_EXIT); a wire-schema-invalid element is REPLACED by a validator-error, never silently dropped. There is NO input for which a content-loss / validator-malfunction produces ok=True — the 'wrong remediation is worse than a slow one' mission axis made mechanical. (Phase-1b §1: CORRECT — pure fn, single lane, no coord primitive; validate.py:800 DEFAULTS ok=False.)"
INV-AV-2,The content-fidelity gate REACHES the canonical seam on every completing path (reach-completeness,worker,NONE,[]P,FidelityGateReachesCanonicalSeamOrDeclaredException,LINEAR_PROPERTY,False,PROPERTY,web/chunking/test_merge_doc_derived.py,web/chunking/merge.py::_coordinate_merge; web/worker.py::_validate_chunk_output,"The content-fidelity gate REACHES the canonical seam on every completing path (reach-completeness — the C5 incomplete-composition invariant applied to this cluster). Every path that transitions a parent job to COMPLETED with a merged output either (a) invokes run_content_validator(input, output) and acts on its verdict, OR (b) is on a DECLARED exception (the input-path-unavailable branch, chunking/merge.py:2231, a warn-and-skip). No completing path reaches only the integrity check (validate_output_integrity) while silently skipping the fidelity gate. EXPLOITABILITY (Phase-1b §2, RESOLVED): not-exploitable on a healthy job — no pre-merge input-deletion path exists (GcsJobStore persists jobs/{parent}/input.* durably; cleanup_job never deletes the GCS input blob; the completer is idempotent on an already-completed parent via PURGED_AFTER_COMPLETE), so falsy-at-merge ⟺ an already-anomalous storage state where fail is the only alternative anyway — a declared exception, LOW severity. Optional fail-closed hardening [FIX] floated (defense-in-depth), NOT mandatory."
INV-AV-3,Output-integrity classification is fail-closed per format (corruption-gate purity),worker,NONE,[]P,IntegrityClassificationFailsClosedPerFormat,LINEAR_PROPERTY,False,PROPERTY,web/test_outputcheck_validate_doc_derived.py,web/outputcheck/validate.py::_classify_integrity; web/outputcheck/validate.py::validate_output_integrity,"Output-integrity classification is fail-closed per format (corruption-gate purity) — _classify_integrity(ext, facts) returns ok=False for a ZIP with a CRC error OR a missing required root entry ([Content_Types].xml etc.), and for a PDF whose header is not %PDF OR whose CLI parse failed; it returns ok=True ONLY on a clean structural check (or an UNKNOWN_FORMAT skip). A corrupt output NEVER classifies OK for a known format. (Phase-1b §1: CORRECT — a small closed pure fn over (ext, facts).)"
INV-AV-4,Advisory validation NEVER fails a job (the advisory-vs-hard-gate boundary) — no code path inside web/a11yvalidate/* transitions a job to FAILED.,worker,NONE,[]P,AdvisoryValidationNeverFailsAJob,LINEAR_PROPERTY,False,PROPERTY,web/a11yvalidate/test_batch_accumulator_doc_derived.py,web/a11yvalidate/validate.py::_run_a11y_validation; web/a11yvalidate/rendered_fidelity.py::_run_rendered_fidelity_check; tools/lint/lint-a11yvalidate-canonical.py::_check_advisory_rollup; web/a11yvalidate/render.py::_render_a11y_page_images,"Advisory validation NEVER fails a job (the advisory-vs-hard-gate boundary) — no code path inside web/a11yvalidate/* transitions a job to FAILED. The accessibility judge and the SSIM rendered-fidelity check are advisory-only (they write jobs.report.* rollups, never status=FAILED); _run_rendered_fidelity_check returns None on every disabled/unreachable/error branch and NEVER raises past the caller; _run_a11y_validation returns a typed outcome, never a job-failure. This is the single most product-load-bearing semantic of the cluster (a wrong flattening lies about failure behavior — §1a). The model DECLARES the failure-semantics boundary (G-Q1 RATIFIED first-class INV); the existing lint-a11yvalidate-canonical.py (bans db.update_job(status=FAILED) in the subpackage) POLICES re-introduction — architecture + control, A.21/A.22 defense-in-depth."
INV-AV-5,Editor round-trip is a durable EditorRoundTripState lifecycle (IR_FETCHED → EDIT_APPLIED → RECHECKED → SAVED) with a canonical_hash SAVE-FENCE,server,NONE,[]P,EditorSaveIsCanonicalHashFencedAndFaithful,LINEAR_PROPERTY,False,PROPERTY,web/test_routes_editor_doc_derived.py,web/api/routes_editor.py::_run_editor_save; web/outputcheck/doc_edit_service.py::canonical_hash; web/outputcheck/doc_edit_service.py::apply_editor_edit; web/outputcheck/doc_edit_service.py::read_editor_ir; web/outputcheck/editor_recheck.py::run_editor_recheck,"Editor round-trip is a durable EditorRoundTripState lifecycle (IR_FETCHED → EDIT_APPLIED → RECHECKED → SAVED) with a canonical_hash SAVE-FENCE — the STATE-MACHINE model the Phase-1b review forced (§3 G-Q3, reviewer WINS). The round-trip carries DURABLE cross-request state: an editor-oplog.jsonl oplog (accumulates edit intent across requests), a persisted output.editor-edited.pdf GCS variant, and canonical_hash (the save-idempotence seed). The SAVE transition (_run_editor_save's trial-apply→append_oplog→CheckpointDeriver.publish) carries a version fence: the base it edited still matches the persisted checkpoint generation (if_generation_match CAS), fail-loud / recompute-on-412 otherwise. ✅ AS-BUILT (A.18): the fence is NOW PRESENT — Option-B B-2 (editor-download-edit-loss-repro-260904) made the checkpoint a pure DERIVED CACHE of the oplog: every save full-replays dedup(oplog) onto the pristine output and publishes under a generation-guarded CAS-or-recompute loop, so two concurrent editor edits CONVERGE (no lost-update, no last-write-wins clobber) — closing the prior UNFENCED reads-original-base race this invariant pinned. The round-trip ALSO fails LOUD on transport errors (apply_editor_edit raises DocEditServiceError on non-2xx/missing-body, never silently returns unedited bytes) and the recheck leg re-validates the EDITED bytes, never the pre-edit bytes."
INV-AV-6,The A11yBatchAccumulator converges under concurrent judge callers (the HAIRY row → SAFETY_BFS).,judge_caller_a; judge_caller_b,INPROC_FLUSH_RACE,[]P,BatchAccumulatorNoLostEntryNoDoubleFlush,SAFETY_BFS,True,SIMWORLD; PROPERTY,web/test_simworld/test_invav6_batch_flush_race.py::test_invav6_guards_hold_no_lost_entry_no_double_flush_no_lost_wakeup; web/a11yvalidate/test_batch_accumulator_doc_derived.py,web/a11yvalidate/batch.py::A11yBatchAccumulator; web/a11yvalidate/batch.py::_a11y_batch_flush_fn,"The A11yBatchAccumulator converges under concurrent judge callers (the HAIRY row → SAFETY_BFS). The accumulator — a threading.Lock-guarded shared _buckets/_timers structure that N concurrent judge callers append into, each blocking on a per-entry threading.Event, flushed by EITHER a size-trigger (len(bucket) >= batch_size) OR a threading.Timer — admits NO lost entry and NO double-flush: every enqueued entry is flushed exactly once and its waiting caller is signaled exactly once, whether the flush fires by size or by timer, and the size-trigger racing the timer never double-processes a bucket nor strands a caller's Event unset. (Phase-1b §1: CORRECT at SAFETY_BFS — genuine in-process concurrency, batch.py:114-161.)"
INV-RC-1,"Metric-consistency: every total-depth queue metric reads ALL active queue structures FOR ITS SCOPE (the arch-rule, encoded)",server; worker,NONE,[]P,EveryTotalDepthMetricReadsAllActiveQueueStructuresForItsScope,LINEAR_PROPERTY,False,PROPERTY,web/dispatch/test_metrics_reconcile_characterization.py,web/dispatch/queue.py::queue_depth; web/dispatch/schema.py::SizeStratifiedJobQueues,"Metric-consistency: every total-depth queue metric reads ALL active queue structures FOR ITS SCOPE (the arch-rule, encoded) — any function whose result is a 'total queue depth' / 'aggregate demand' signal reads EVERY structure in the active-queue set for its DECISION-scope: the MAIN_QUEUE read (RedisQueue.queue_depth, the metrics:queue_depth rebuild source) reads 4 buckets + chunks (quota-gate deliberately excluded to match the counter's incr scope). A reader that reads a strict SUBSET of its scope's active structures is the silent-under-report the CLAUDE.md arch-rule forbids (the historical LIST→sorted-sets migration that left the scaler reading only the chunks ZSET). ⚠️ AS-BUILT: the metrics:queue_depth STRING counter drifts high (chunk publishes incr it at queue.py:442/499 but chunk pops never decr it; the sole decr, job_introducer.py, fires on parent-claim only) — bounded by sync_from_db rebuilds; the divergence is ALREADY known/worked-around at admin_dashboard.py (a WHY-comment routes the KPI around the counter), leaving only /api/admin/stats served-raw. That is a separately-tagged product [FIX] (Phase-1b §7), NOT this row (this row encodes the SUBSET-read completeness contract, a DISTINCT class from the incr/decr asymmetry)."
INV-RC-2,Schema is the sole raw-Redis key registry (the boundary invariant),dispatch; worker; server,NONE,[]P,AllRedisKeysDeclaredInSchema,LINEAR_PROPERTY,False,PROPERTY,tools/lint/lint-web-dispatch-boundary.py,web/dispatch/schema.py; web/dispatch/__init__.py; web/dispatch/_typed_ids.py::RedisKey,"Schema is the sole raw-Redis key registry (the boundary invariant) — every Redis key any component writes/reads is DECLARED in web/dispatch/schema.py (a schema class or key-builder), and only the dispatch/ package constructs raw Redis clients / issues raw ZSET/Lua ops. A key literal assembled outside the schema (bypassing the RedisKey factory) is a violation. This row ANCHORS the EXISTING lint-web-dispatch-boundary.py into the queryable model so 'how is the raw-Redis boundary enforced?' is answerable from the model (a how-is-this-enforced answer + drift guard), not new verification."
INV-RC-3,"'Redis for communication, DB for truth'",worker; job-completer; server,NONE,[]P,RedisIsSignalNotTruth,LINEAR_PROPERTY,False,PROPERTY,web/dispatch/test_metrics_doc_derived.py,web/dispatch/metrics.py::set_parent_progress; web/dispatch/metrics.py::clear_job_progress; web/dispatch/schema.py::JobProgress,"'Redis for communication, DB for truth' — live/ephemeral signals (queue depth, dispatch queues, progress percent, heartbeats, running metrics) live in Redis; durable state (jobs, accounts, billing) lives in Postgres. No component treats a Redis value as the authoritative durable truth; Redis loss DEGRADES signals, never CORRUPTS durable state. Terminal progress is archived to jobs.percent_done at COMPLETED (the TTL'd progress HASH is self-cleaning if a job terminates without explicit cleanup). The REDIS side of the store-split C1's INV-P1 anchors on the DB side."
INV-RC-4,Cancellation removes a job from ALL queue structures (the completeness invariant),server; worker,NONE,[]P,CancelRemovesFromEveryQueueStructure,LINEAR_PROPERTY,False,PROPERTY,web/dispatch/test_remove_from_all_queues_characterization.py,web/dispatch/queue.py::remove_from_all_queues; web/dispatch/schema.py::SizeStratifiedJobQueues; web/dispatch/schema.py::InFlightLease,"Cancellation removes a job from ALL queue structures (the completeness invariant) — remove_from_all_queues(job_id) removes the job from EVERY structure it could be in (4 size buckets + chunks + processing + 2 quota-gate LISTs + the in-flight lease) so a cancelled job is never popped by a worker and never pins a warm worker via a lingering lease. Missing ANY structure leaves a dangling entry (the CHECKING/AWAITING_CHECK class the quota-gate LISTs cover — CLAUDE.md's cancellation-requires-Redis-cleanup rule). The QueueDepthScope.CANCEL_COMPLETENESS scope — walks the SAME active-queue structure set INV-RC-1 enumerates (Phase-1b §5 DRY: one canonical enumeration, two invariants read it)."
INV-RC-5,Chunk creation is bulk-atomic; chunk publish is re-drivable to completeness,server,LUA_ATOMIC,[]P,ChunkPublishIsBulkAtomic,LINEAR_PROPERTY,False,PROPERTY,web/chunking/test_pdf_chunk_boundaries_property.py,web/dispatch/queue.py::publish_chunks_bulk; shared/lua/publish_chunks_bulk_lua.lua; web/dispatch/managed_queue.py::publish_chunks_bulk; web/dispatch/fanout_redrive.py::redrive_incomplete_fanout,"Chunk creation is bulk-atomic; chunk publish is re-drivable to completeness — production chunk-row creation goes through db.bulk_create_chunk_jobs(list[ChunkJobSpec]) (one atomic transaction, INV-19) and publish through publish_chunks_bulk. On the Redis plane the publish is a single Lua EVAL (ZADD-N-then-verify, atomic WITHIN one publish); on the Cloud Run MANAGED plane the publish is an idempotent per-chunk create whose COMPLETENESS is restored by a re-drive keyed on the durable chunk-ROW set (name-dedup convergent). The load-bearing property is COMPLETENESS-eventually (no chunk spec is permanently un-enqueued), NOT 'never a per-chunk loop'. ⚠️ RE-ANCHORED (chunk-fanout-liveness-fix Phase 4 M1, REVISE-2 / F-A): the pre-Epic predicate literally named the managed per-chunk-loop partial-fanout hazard IMPOSSIBLE ('no per-chunk publish loop in a production path … a crash mid-loop leaves N published and M unpublished with no atomic boundary') and was BLIND to the managed plane (Redis-only satisfy_refs) — the SECOND invariant carrying the identical blindness as INV-20 (the Redis-comm-plane VIEW of the SAME publish contract). Both are intentionally retained (distinct model VIEWS) + both re-anchored to cover the managed plane. Reconciles with the CLAUDE.md 'Chunk creation + publish are bulk-atomic' architecture bullet."
INV-RC-6,Progress writes are Lua-atomic monotonic (percent never regresses under concurrent chunk-worker aggregation),worker; chunk-worker,LUA_MONOTONIC,[]P,ProgressMonotonicUnderConcurrentChunkWrites,SAFETY_BFS,True,SIMWORLD; PROPERTY,web/test_simworld/test_invrc6_progress_cas.py; web/dispatch/test_metrics_reconcile_characterization.py,web/dispatch/metrics.py::set_parent_progress; web/dispatch/metrics.py::aggregate_parent_from_chunks; web/dispatch/metrics.py::_normalize_stage,"Progress writes are Lua-atomic monotonic (percent never regresses under concurrent chunk-worker aggregation) — every progress-HASH write (set_parent_progress / set_chunk_progress) is a Lua-atomic compare-and-set that only ADVANCES pct (a later tick reporting a LOWER pct is a no-op) and normalizes stage_detail through the closed ProgressStage set (_normalize_stage). N chunk workers write into their parent's aggregate: aggregate_parent_from_chunks reads sibling chunk HASHes via a NON-transactional pipeline, computes the weighted average in Python, THEN calls the CAS — the read-compute-write spans three steps across ≥2 lanes, so the race is NOT contained in one EVAL. A raw HGETALL-then-HSET without the CAS would let a stale tick regress the bar; the SimWorld must prove the COMPOSITION (monotonic-CAS + phase-floor UP-clamp + stale-sibling aggregate) holds under ALL interleavings (Phase-1b §3)."
INV-RC-7,"'processing' is DERIVED from llen(PROCESSING_KEY), never a rival counter",server; worker,NONE,[]P,ProcessingIsLlenDerivedNotACounter,LINEAR_PROPERTY,False,PROPERTY,tools/lint/lint-no-raw-processing-counter.py,web/dispatch/queue.py::processing_count; web/dispatch/queue.py::ack_job; web/dispatch/schema.py::Metrics,"'processing' is DERIVED from llen(PROCESSING_KEY), never a rival counter — the in-flight count is ALWAYS llen(ProcessingQueue.KEY) (the reservation LIST), never a maintained STRING counter. A LIST length is structurally >= 0 (the LREM-idempotent contract); a mirror counter drifts NEGATIVE under uncoordinated decrements (the historical -7/-9 staging bug). Re-introducing a metrics:processing counter is the violation. This row ANCHORS the EXISTING lint-no-raw-processing-counter.py into the model — the deliberate ABSENCE of a Metrics.PROCESSING member made a queryable, drift-guarded invariant."
INV-RC-8,Redis keys carry typed ids (typed-id integrity),dispatch,NONE,[]P,RedisKeysCarryTypedIds,LINEAR_PROPERTY,False,PROPERTY,web/dispatch/test__typed_ids_doc_derived.py,web/dispatch/_typed_ids.py::RedisKey; web/dispatch/schema.py::JobMeta; web/dispatch/schema.py::JobProgress,"Redis keys carry typed ids (typed-id integrity) — every schema key-builder returns RedisKey (assembled with config.REDIS_PREFIX); every job/chunk-scoped key-builder takes a JobId / ChunkId; metrics functions accept the typed vocabulary (WorkerPid, CounterName, A11yOutcome, ProgressStage). A key assembled from a raw str that skipped the RedisKey factory (wrong/absent prefix → cross-env key collision) is the violation. This row ANCHORS the pyright-strict gate + the existing typed-id DDT into the model."
INV-COST-1,Parent-rollup cost conservation,worker,NONE,[]P,ParentCostUsd == Sum(ChunkCostUsd),LINEAR_PROPERTY,False,PROPERTY,web/test_chunked_parent_analytics_rollup.py,web/costrollup/__init__.py::persist_parent_cost_from_chunks; web/costrollup/__init__.py::aggregate_chunk_token_usage,"Parent-rollup cost conservation — a chunked parent's jobs.cost_usd EQUALS the SUM of its chunk rows' cost_usd (persist_parent_cost_from_chunks, called once at _coordinate_merge finalize). Rollup is a single sequential fold over the chunk rows; every chunk that ran the CLI (even a FAILED/partial chunk) contributes its accumulated cost (partial-completion IS billed). No chunk is double-counted (each chunk row read once) and none is dropped (a NULL cost row contributes 0, still counted as a contributor for tokens)."
INV-COST-2,"Per-model spend conservation (SPEND-6) — for any job, SUM(job_model_costs.cost_usd) EQUALS jobs.cost_usd.",worker,NONE,[]P,Sum(JobModelCostUsd) == JobCostUsd,LINEAR_PROPERTY,False,PROPERTY,web/costrollup/test_persist_unit.py,web/costrollup/__init__.py::persist_job_cost_usd,"Per-model spend conservation (SPEND-6) — for any job, SUM(job_model_costs.cost_usd) EQUALS jobs.cost_usd. persist_job_cost_usd writes the aggregate jobs.cost_usd AND the per-model breakdown rows from the SAME ##TOKEN_USAGE## marker (both priced by the single genai-pricing.json spine, computed C#-side), so the breakdown can never diverge from the aggregate. An empty per_model list is a GenAI-free / legacy-CLI no-op (0 == 0 holds)."
